"subject","predicate","object","direction","evidence","sentence","article","network"
"CCNA1","interacts with","RBL1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PAICS","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","RBM4","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","RBL2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PFAS","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","APEX1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","SEC13","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","STOML2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","TRIM28","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","TGFB1I1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","ACAT2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","VHL","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","VPS18","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","XPO5","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","XRCC6","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","BRCA1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MTHFD1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","ATXN2L","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MCM4","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MCM6","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDC25A","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MCM2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CCNA2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CAPZA1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDKN1A","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDT1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDK1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDK2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDKN1B","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MCM3","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CDC20","right","positive",,,"Pathway Commons"
"CCNA1","sequential catalysis","CDK1","right","positive",,,"Pathway Commons"
"CCNA1","sequential catalysis","CCNA1","right","positive",,,"Pathway Commons"
"MMS19","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"MMS19","interacts with","TOP1","right","positive",,,"Pathway Commons"
"MMS19","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDK9","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CDK9","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CDK9","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CDK9","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CDK9","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK9","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK9","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDK9","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK9","interacts with","LYN","right","positive",,,"Pathway Commons"
"CCDC158","interacts with","FOS","right","positive",,,"Pathway Commons"
"CASP8","in same component","TNFRSF10B","right","positive",,,"Pathway Commons"
"CASP8","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"CASP8","interacts with","TNFRSF10A","right","positive",,,"Pathway Commons"
"CASP8","interacts with","TNFRSF10B","right","positive",,,"Pathway Commons"
"CASP8","interacts with","CASP2","right","positive",,,"Pathway Commons"
"CASP8","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CASP8","reacts with","TNFRSF10B","right","positive",,,"Pathway Commons"
"CALML5","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CD63","interacts with","TIMP1","right","positive",,,"Pathway Commons"
"CD226","interacts with","PVR","right","positive",,,"Pathway Commons"
"CASP10","in same component","TNFRSF10B","right","positive",,,"Pathway Commons"
"CASP10","interacts with","TNFRSF10A","right","positive",,,"Pathway Commons"
"CASP10","interacts with","TNFRSF10B","right","positive",,,"Pathway Commons"
"CASP10","interacts with","CASP2","right","positive",,,"Pathway Commons"
"CASP10","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CASP10","reacts with","TNFRSF10B","right","positive",,,"Pathway Commons"
"CASP6","interacts with","TOP1","right","positive",,,"Pathway Commons"
"CCR6","in same component","CCL20","right","positive",,,"Pathway Commons"
"CCR6","interacts with","CCL20","right","positive",,,"Pathway Commons"
"CCR6","reacts with","CCL20","right","positive",,,"Pathway Commons"
"CD36","interacts with","LDLR","right","positive",,,"Pathway Commons"
"CD36","interacts with","LYN","right","positive",,,"Pathway Commons"
"MCM3","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"MCM3","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"MCM3","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"MCM3","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"MCM3","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"MCM3","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CASP3","interacts with","TOP1","right","positive",,,"Pathway Commons"
"CASP3","interacts with","CASP2","right","positive",,,"Pathway Commons"
"CASP3","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CASP3","interacts with","MCL1","right","positive",,,"Pathway Commons"
"CDH12","interacts with","FN1","right","positive",,,"Pathway Commons"
"CDH12","interacts with","PNMA2","right","positive",,,"Pathway Commons"
"CARD17","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CD59","interacts with","FLNB","right","positive",,,"Pathway Commons"
"CD59","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CD59","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"CD59","interacts with","S100A6","right","positive",,,"Pathway Commons"
"CD59","interacts with","TPM1","right","positive",,,"Pathway Commons"
"CD59","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CD79A","in same component","LYN","right","positive",,,"Pathway Commons"
"CD79A","interacts with","FN1","right","positive",,,"Pathway Commons"
"CD79A","reacts with","LYN","right","positive",,,"Pathway Commons"
"CCDC85B","interacts with","ZFP36","right","positive",,,"Pathway Commons"
"CCND3","interacts with","CASP2","right","positive",,,"Pathway Commons"
"CD19","co control","LYN","right","positive",,,"Pathway Commons"
"MAP3K7","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"MAP3K7","interacts with","MYD88","right","positive",,,"Pathway Commons"
"MAP3K7","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"MAP3K7","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"MAP3K7","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"C4orf17","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CD2AP","in same component","VEGFA","right","positive",,,"Pathway Commons"
"CD2AP","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"CD2AP","reacts with","VEGFA","right","positive",,,"Pathway Commons"
"CDH1","interacts with","NDRG1","right","positive",,,"Pathway Commons"
"CDH1","interacts with","PVR","right","positive",,,"Pathway Commons"
"CDH1","state change","EPHA2","right","positive",,,"Pathway Commons"
"CASP9","interacts with","CASP2","right","positive",,,"Pathway Commons"
"CPA1","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CPA1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CPA1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"MED27","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"MED27","interacts with","MED25","right","positive",,,"Pathway Commons"
"CDC20","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDC20","interacts with","TOR1AIP1","right","positive",,,"Pathway Commons"
"CDC20","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CCL5","in same component","SDC4","right","positive",,,"Pathway Commons"
"CCL5","in same component","SDC1","right","positive",,,"Pathway Commons"
"CCL5","interacts with","IL8","right","positive",,,"Pathway Commons"
"CCL5","interacts with","SDC4","right","positive",,,"Pathway Commons"
"CCL5","interacts with","SDC1","right","positive",,,"Pathway Commons"
"CCL5","reacts with","SDC4","right","positive",,,"Pathway Commons"
"CCL5","reacts with","SDC1","right","positive",,,"Pathway Commons"
"CDK17","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDK17","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CDC42BPG","interacts with","SFN","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"MAPK6","interacts with","LYN","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","S100A6","right","positive",,,"Pathway Commons"
"CAT","interacts with","HK2","right","positive",,,"Pathway Commons"
"CAT","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CAT","interacts with","MDH1","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"MAP3K3","interacts with","LYN","right","positive",,,"Pathway Commons"
"MTHFD1L","interacts with","DDX17","right","positive",,,"Pathway Commons"
"MTHFD1L","interacts with","GLTP","right","positive",,,"Pathway Commons"
"MTHFD1L","interacts with","PTPRE","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","DDX17","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","HIST1H2AC","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","PNMA2","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","TOP1","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"MYBBP1A","interacts with","MED25","right","positive",,,"Pathway Commons"
"MCL1","in same component","BAK1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BMF","right","positive",,,"Pathway Commons"
"MCL1","interacts with","DAD1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","GSK3A","right","positive",,,"Pathway Commons"
"MCL1","interacts with","HRK","right","positive",,,"Pathway Commons"
"MCL1","interacts with","HUWE1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","PCNA","right","positive",,,"Pathway Commons"
"MCL1","interacts with","PIN1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","UBA52","right","positive",,,"Pathway Commons"
"MCL1","interacts with","TPT1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","TNKS","right","positive",,,"Pathway Commons"
"MCL1","interacts with","VDAC1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BAD","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BOK","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BECN1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BIK","right","positive",,,"Pathway Commons"
"MCL1","interacts with","ATPAF1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BAX","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BCL2L1","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BBC3","right","positive",,,"Pathway Commons"
"MCL1","interacts with","BCL2","right","positive",,,"Pathway Commons"
"MCL1","interacts with","MAPK10","right","positive",,,"Pathway Commons"
"MCL1","reacts with","TP53","right","positive",,,"Pathway Commons"
"MCL1","reacts with","BAK1","right","positive",,,"Pathway Commons"
"MCL1","reacts with","MCL1","right","positive",,,"Pathway Commons"
"MTHFD1","interacts with","HK2","right","positive",,,"Pathway Commons"
"MTHFD1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","PLXNA2","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","PRNP","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","DNAJC6","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","STX1A","right","positive",,,"Pathway Commons"
"BAIAP2","interacts with","TPM1","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","PLXNA2","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","PRNP","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","DNAJC6","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","STX1A","right","positive",,,"Pathway Commons"
"CACNA1C","interacts with","TPM1","right","positive",,,"Pathway Commons"
"BNIP3L","interacts with","MAP1LC3B","right","positive",,,"Pathway Commons"
"BCAT2","interacts with","HK2","right","positive",,,"Pathway Commons"
"BCAT2","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"BCAT2","interacts with","MDH1","right","positive",,,"Pathway Commons"
"BAG5","interacts with","MCL1","right","positive",,,"Pathway Commons"
"HAL","interacts with","HK2","right","positive",,,"Pathway Commons"
"HAL","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"HAL","interacts with","MDH1","right","positive",,,"Pathway Commons"
"CANX","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CANX","interacts with","PLXNA2","right","positive",,,"Pathway Commons"
"CANX","interacts with","PRNP","right","positive",,,"Pathway Commons"
"CANX","interacts with","DNAJC6","right","positive",,,"Pathway Commons"
"CANX","interacts with","STX1A","right","positive",,,"Pathway Commons"
"CANX","interacts with","TPM1","right","positive",,,"Pathway Commons"
"C1QBP","interacts with","PLXNA2","right","positive",,,"Pathway Commons"
"C1QBP","interacts with","PRNP","right","positive",,,"Pathway Commons"
"C1QBP","interacts with","DNAJC6","right","positive",,,"Pathway Commons"
"C1QBP","interacts with","STX1A","right","positive",,,"Pathway Commons"
"C1QBP","interacts with","TPM1","right","positive",,,"Pathway Commons"
"IL-7","requires","PI3","right","positive","In addition, like for insulin/glucose, the trophic effect of IL-7 requires PI3-K and mTOR activities. ","PubMed Central:2266987,PubMed:18350123,DOI:10.1155/2008/639803","Pubmed Open-Access Full Texts"
"DLL1","enhance","BMP2","right","positive","The balance between various Notch ligands may also regulate the osteogenic process: both Jag1 and DLL1 enhance BMP2-mediated osteogenic differentiation. ","PubMed Central:2780816,PubMed:19936191,Other:CCR-4-148,DOI:10.2174/157340308785160552","Pubmed Open-Access Full Texts"
