"","subject","predicate","object","direction","evidence","sentence","article","network"
"38431","apoA-I","binding to","ABCA1","right","positive","The antibody against the fourth loop inhibited apoA-I binding to ABCA1 but enhanced cholesterol efflux from macrophages and reduced intracellular cholesterol content. ","PubMed:17655203","Medline Abstracts"
"24169","NEO1","interacts with","PRNP","right","positive","","","Pathway Commons"
"24648","SNRPD1","in same component","HNRNPH1","right","positive","","","Pathway Commons"
"30299","USP24","interacts with","NOLC1","right","positive","","","Pathway Commons"
"27787","TMEM160","interacts with","MAP1LC3B","right","positive","","","Pathway Commons"
"2182","EHD1","functional_interaction","ZFYVE20","right","positive","","","Functional Interaction"
"5399","ZNF273","functional_interaction","ZSCAN2","right","positive","","","Functional Interaction"
"32348","ATXN10","interacts with","SFN","right","positive","","","Pathway Commons"
"36312","MAP7D1","interacts with","MGST3","right","positive","","","Pathway Commons"
"6167","HK2","interacts with","NCAM1","right","positive","","","Pathway Commons"
"17134","NOLC1","interacts with","ACIN1","right","positive","","","Pathway Commons"
"21312","HRAS","interacts with","INSR","right","positive","","","Pathway Commons"
"17292","NOLC1","interacts with","METTL7A","right","positive","","","Pathway Commons"
"2645","FN1","functional_interaction","TNC","right","positive","","","Functional Interaction"
"5274","ZNF273","functional_interaction","ZNF623","right","positive","","","Functional Interaction"
"22224","NDRG1","interacts with","TALDO1","right","positive","","","Pathway Commons"
"17627","PRKACB","interacts with","HK2","right","positive","","","Pathway Commons"
"6200","HK2","interacts with","PHB","right","positive","","","Pathway Commons"
"20898","MACF1","interacts with","DNAJC6","right","positive","","","Pathway Commons"
"9708","FLNB","interacts with","ABLIM3","right","positive","","","Pathway Commons"
"4467","PIK3CD","functional_interaction","PIK3R1","right","positive","","","Functional Interaction"
"470","BCL6","functional_interaction","HDAC5","right","positive","","","Functional Interaction"
"37832","WW","domains of","SMURF2","right","positive","We show that in the presence of TGF-beta signalling, Smad2 interacts through its proline-rich PPXY motif with the tryptophan-rich WW domains of Smurf2, a recently identified E3 ubiquitin ligases. ","PubMed:11389444","Pubmed Open-Access Full Texts,Medline Abstracts"
"15846","CSNK1D","interacts with","SNAPIN","right","positive","","","Pathway Commons"
"10617","DDX17","interacts with","TRIM46","right","positive","","","Pathway Commons"
"16924","NOLC1","interacts with","DYNC1H1","right","positive","","","Pathway Commons"
"11043","HSPA5","interacts with","TPM1","right","positive","","","Pathway Commons"
"23825","POLR1E","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"20686","MCL1","interacts with","CANX","right","positive","","","Pathway Commons"
"27848","TIMP1","interacts with","CD63","right","positive","","","Pathway Commons"
"25682","SRRM2","interacts with","DCD","right","positive","","","Pathway Commons"
"20411","MDH1","interacts with","ACSL3","right","positive","","","Pathway Commons"
"8463","EPHA2","interacts with","SRC","right","positive","","","Pathway Commons"
"38278","TAG-1","induced","LYN","right","positive","Antibody-mediated cross-linking of TAG-1 induced Lyn activation and rapid tyrosine phosphorylation of p80. ","PubMed:10944523","Medline Abstracts"
"12414","HIST1H1E","interacts with","PPP2R1A","right","positive","","","Pathway Commons"
"24820","SMAD5","interacts with","TOB1","right","positive","","","Pathway Commons"
"12984","KIAA0528","interacts with","MAP2K2","right","positive","","","Pathway Commons"
"17169","NOLC1","interacts with","POLR1A","right","positive","","","Pathway Commons"
"31128","PTPRE","interacts with","RTN3","right","positive","","","Pathway Commons"
"18599","ADRA1B","interacts with","PPBP","right","positive","","","Pathway Commons"
"15245","CSNK1E","reacts with","CEP70","right","positive","","","Pathway Commons"
"31791","BAT3","interacts with","PRNP","right","positive","","","Pathway Commons"
"25195","STIP1","interacts with","HIST1H1E","right","positive","","","Pathway Commons"
"36046","MED25","interacts with","MED27","right","positive","","","Pathway Commons"
"7928","HK1","interacts with","TPM1","right","positive","","","Pathway Commons"
"26527","TNFSF10","interacts with","TNFRSF10B","right","positive","","","Pathway Commons"
"14846","LMO7","interacts with","ITPR3","right","positive","","","Pathway Commons"
"440","BATF3","functional_interaction","FOS","right","positive","","","Functional Interaction"
"35927","MED25","interacts with","ELL2","right","positive","","","Pathway Commons"
"22783","S100A6","interacts with","CFL2","right","positive","","","Pathway Commons"
"27017","TPM1","interacts with","RPL23","right","positive","","","Pathway Commons"
"24687","SMAD3","reacts with","FOS","right","positive","","","Pathway Commons"
"25118","SQRDL","interacts with","CALU","right","positive","","","Pathway Commons"
"24807","STK3","interacts with","ITPRIP","right","positive","","","Pathway Commons"
"27256","TNIK","interacts with","SRRM2","right","positive","","","Pathway Commons"
"21602","RCOR1","interacts with","MTPAP","right","positive","","","Pathway Commons"
"18289","PARD6G","interacts with","PNMA2","right","positive","","","Pathway Commons"
"27610","TOP1","interacts with","PAWR","right","positive","","","Pathway Commons"
"19289","PPIA","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"26157","SUFU","in same component","PIAS1","right","positive","","","Pathway Commons"
"21692","RSL1D1","interacts with","RRP9","right","positive","","","Pathway Commons"
"16451","MYH14","interacts with","S100A6","right","positive","","","Pathway Commons"
"22854","S100A6","interacts with","MYO1A","right","positive","","","Pathway Commons"
"33796","STX1A","interacts with","GABRA1","right","positive","","","Pathway Commons"
"33420","SFXN3","interacts with","PRNP","right","positive","","","Pathway Commons"
"18747","APOA4","interacts with","FN1","right","positive","","","Pathway Commons"
"30078","PRNP","interacts with","ADD3","right","positive","","","Pathway Commons"
"7864","CLU","interacts with","STX1A","right","positive","","","Pathway Commons"
"12947","KIAA0528","interacts with","AURKA","right","positive","","","Pathway Commons"
"9025","CTNNB1","interacts with","DNAJC6","right","positive","","","Pathway Commons"
"5239","ZNF273","functional_interaction","ZNF566","right","positive","","","Functional Interaction"
"5889","HMGCL","interacts with","MDH1","right","positive","","","Pathway Commons"
"24753","SND1","interacts with","PIM1","right","positive","","","Pathway Commons"
"32594","DNAJC6","interacts with","EIF3D","right","positive","","","Pathway Commons"
"36167","MFAP2","interacts with","DLST","right","positive","","","Pathway Commons"
"19143","PNMA2","interacts with","IGKC","right","positive","","","Pathway Commons"
"37970","BMP2","expression by","HSC","left","positive","These data suggest that HSCs express EpoR on their surfaces, and that Epo induces BMP2 expression by HSC through the Jak2/Stat3 signaling pathways. ","DOI:10.1371/journal.pone.0010853,PubMed:20523730,PubMed Central:2877712,Other:10-PONE-RA-16814R1","Pubmed Open-Access Full Texts"
"9646","FLNB","interacts with","IPO7","right","positive","","","Pathway Commons"
"23236","SFN","interacts with","LYN","right","positive","","","Pathway Commons"
"16164","GPD2","interacts with","PRNP","right","positive","","","Pathway Commons"
"7968","DLG4","in same component","LYN","right","positive","","","Pathway Commons"
"13499","HSP90AA1","interacts with","TNRC6A","right","positive","","","Pathway Commons"
"4745","SDC4","functional_interaction","THBS3","right","positive","","","Functional Interaction"
"5822","CORO1C","interacts with","SERPINB5","right","positive","","","Pathway Commons"
"11385","HIST1H2AC","interacts with","TRIM28","right","positive","","","Pathway Commons"
"6604","HNRNPH1","interacts with","LGALS1","right","positive","","","Pathway Commons"
"33709","STX1A","interacts with","CIT","right","positive","","","Pathway Commons"
"37055","CEP76","reacts with","CSNK1D","right","positive","","","Pathway Commons"
"17360","NEK11","interacts with","SRRM2","right","positive","","","Pathway Commons"
"10289","FOSL1","interacts with","JUNB","right","positive","","","Pathway Commons"
"32827","DNAJC6","interacts with","PLEC","right","positive","","","Pathway Commons"
"22549","SLC25A5","interacts with","TNRC6B","right","positive","","","Pathway Commons"
"30402","VEGFA","interacts with","GPC1","right","positive","","","Pathway Commons"
"16513","NSL1","interacts with","DDX17","right","positive","","","Pathway Commons"
"25794","SRRM2","interacts with","CAMK2B","right","positive","","","Pathway Commons"
"27191","TNRC6B","interacts with","RPL38","right","positive","","","Pathway Commons"
"16613","MYO3B","interacts with","FLNB","right","positive","","","Pathway Commons"
"28070","TUBA4A","in same component","TUBGCP2","right","positive","","","Pathway Commons"
"31046","ACADM","interacts with","HK2","right","positive","","","Pathway Commons"
"6096","HK2","interacts with","GAPDH","right","positive","","","Pathway Commons"
"8854","POLA2","interacts with","KLF6","right","positive","","","Pathway Commons"
"13985","IPO7","interacts with","S100A6","right","positive","","","Pathway Commons"
"9249","FN1","interacts with","HBB","right","positive","","","Pathway Commons"
"20842","ADAM28","interacts with","SRRM2","right","positive","","","Pathway Commons"
"847","CCND1","functional_interaction","TCF7L2","right","positive","","","Functional Interaction"
"18567","PCNA","interacts with","TSC22D1","right","positive","","","Pathway Commons"
"5547","CASQ2","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"23107","SFN","interacts with","KIF23","right","positive","","","Pathway Commons"
"27798","TUBB4","reacts with","CSNK1D","right","positive","","","Pathway Commons"
"20735","MEGF8","interacts with","MCL1","right","positive","","","Pathway Commons"
"17805","CSNK1E","interacts with","GRIA2","right","positive","","","Pathway Commons"
"15223","CSNK1E","reacts with","PPP2R1A","right","positive","","","Pathway Commons"
"22378","MOGS","interacts with","DNAJC6","right","positive","","","Pathway Commons"
"30484","MID1","interacts with","UBE2D2","right","positive","","","Pathway Commons"
"9603","FLNB","interacts with","EEF1G","right","positive","","","Pathway Commons"
"37497","CCNA1","interacts with","CSNK1D","right","positive","","","Pathway Commons"
"15235","CSNK1E","reacts with","TUBA4A","right","positive","","","Pathway Commons"
"13559","KRT10","interacts with","KIAA0802","right","positive","","","Pathway Commons"
"9938","FOS","interacts with","LAS1L","right","positive","","","Pathway Commons"
"3004","HBEGF","functional_interaction","MMP9","right","positive","","","Functional Interaction"
"8690","DUSP1","interacts with","MAPK1","right","positive","","","Pathway Commons"
"15451","NCBP2","reacts with","HNRNPH1","right","positive","","","Pathway Commons"
"21364","HRAS","state change","RAF1","right","positive","","","Pathway Commons"
"36208","ATP6V1E1","interacts with","PLXNA2","right","positive","","","Pathway Commons"
"24956","SMURF2","interacts with","DNAJA2","right","positive","","","Pathway Commons"
"7450","DDX23","in same component","HNRNPH1","right","positive","","","Pathway Commons"
"32377","ATP2A2","interacts with","CDCP1","right","positive","","","Pathway Commons"
"36585","MAPK10","interacts with","LYN","right","positive","","","Pathway Commons"
"34769","MAPK14","interacts with","LYN","right","positive","","","Pathway Commons"
"36217","VAPB","interacts with","TPM1","right","positive","","","Pathway Commons"
"5554","BSG","interacts with","MDH1","right","positive","","","Pathway Commons"
"26560","TUBB2A","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"31537","RPL14","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"1867","DKFZp434N071","functional_interaction","SPRY4","right","positive","","","Functional Interaction"
"37891","LIGHT","induced","FOS","right","positive","Diffuse light induced Fos-positive nuclei in the inner nuclear and ganglion cell layers of the stimulated retina and in the contralateral pretectal olivary nucleus. ","PubMed:12727305","Pubmed Open-Access Full Texts,Medline Abstracts"
"28655","TUBA4A","interacts with","MARS","right","positive","","","Pathway Commons"
